title,meta,headers,body,map,p10,ndcg10,ndcg1000
0,0,0,1,0.1739,0.2848,0.2724,0.4144
0,0,0,3,0.1739,0.2848,0.2724,0.4144
0,0,0,5,0.1739,0.2848,0.2724,0.4144
0,0,1,0,0.0379,0.1182,0.1073,0.1499
0,0,1,1,0.1397,0.2424,0.2269,0.3856
0,0,1,3,0.1812,0.3061,0.2905,0.4238
0,0,1,5,0.1791,0.3000,0.2851,0.4204
0,0,3,0,0.0379,0.1182,0.1073,0.1499
0,0,3,1,0.0576,0.1439,0.1346,0.2144
0,0,3,3,0.1397,0.2424,0.2269,0.3856
0,0,3,5,0.1840,0.3030,0.2902,0.4267
0,0,5,0,0.0379,0.1182,0.1073,0.1499
0,0,5,1,0.0512,0.1333,0.1245,0.1908
0,0,5,3,0.0800,0.1682,0.1608,0.2830
0,0,5,5,0.1397,0.2424,0.2269,0.3856
0,1,0,0,0.0419,0.1076,0.1092,0.1423
0,1,0,1,0.1212,0.2303,0.1952,0.3737
0,1,0,3,0.1804,0.2985,0.2756,0.4242
0,1,0,5,0.1790,0.2955,0.2783,0.4235
0,1,1,0,0.0504,0.1439,0.1360,0.1881
0,1,1,1,0.1219,0.2242,0.2062,0.3733
0,1,1,3,0.1832,0.3000,0.2788,0.4272
0,1,1,5,0.1814,0.2939,0.2777,0.4253
0,1,3,0,0.0430,0.1197,0.1108,0.1648
0,1,3,1,0.0611,0.1333,0.1314,0.2264
0,1,3,3,0.1409,0.2364,0.2224,0.3894
0,1,3,5,0.1831,0.3000,0.2823,0.4288
0,1,5,0,0.0423,0.1197,0.1110,0.1614
0,1,5,1,0.0527,0.1318,0.1245,0.1968
0,1,5,3,0.0813,0.1667,0.1603,0.2876
0,1,5,5,0.1415,0.2424,0.2279,0.3899
0,3,0,0,0.0419,0.1076,0.1092,0.1423
0,3,0,1,0.0539,0.1394,0.1344,0.1905
0,3,0,3,0.1212,0.2303,0.1952,0.3737
0,3,0,5,0.1760,0.2985,0.2684,0.4246
0,3,1,0,0.0432,0.1303,0.1241,0.1527
0,3,1,1,0.0554,0.1576,0.1464,0.1975
0,3,1,3,0.1254,0.2394,0.2086,0.3809
0,3,1,5,0.1783,0.2909,0.2655,0.4267
0,3,3,0,0.0504,0.1439,0.1360,0.1881
0,3,3,1,0.0639,0.1682,0.1549,0.2372
0,3,3,3,0.1219,0.2242,0.2062,0.3733
0,3,3,5,0.1791,0.2848,0.2620,0.4279
0,3,5,0,0.0486,0.1379,0.1278,0.1810
0,3,5,1,0.0585,0.1530,0.1402,0.2178
0,3,5,3,0.0905,0.1803,0.1710,0.3088
0,3,5,5,0.1427,0.2288,0.2156,0.3937
0,5,0,0,0.0419,0.1076,0.1092,0.1423
0,5,0,1,0.0495,0.1303,0.1265,0.1720
0,5,0,3,0.0715,0.1667,0.1530,0.2670
0,5,0,5,0.1212,0.2303,0.1952,0.3737
0,5,1,0,0.0433,0.1242,0.1199,0.1487
0,5,1,1,0.0508,0.1455,0.1380,0.1761
0,5,1,3,0.0717,0.1682,0.1565,0.2708
0,5,1,5,0.1244,0.2348,0.2026,0.3786
0,5,3,0,0.0449,0.1348,0.1291,0.1670
0,5,3,1,0.0518,0.1500,0.1407,0.1944
0,5,3,3,0.0754,0.1667,0.1594,0.2864
0,5,3,5,0.1248,0.2379,0.2111,0.3832
0,5,5,0,0.0504,0.1439,0.1360,0.1881
0,5,5,1,0.0585,0.1606,0.1488,0.2186
0,5,5,3,0.0813,0.1848,0.1747,0.2912
0,5,5,5,0.1219,0.2242,0.2062,0.3733
1,0,0,0,0.0365,0.1409,0.1145,0.1287
1,0,0,1,0.1537,0.2697,0.2408,0.3955
1,0,0,3,0.1788,0.3045,0.2782,0.4193
1,0,0,5,0.1773,0.3000,0.2781,0.4190
1,0,1,0,0.0456,0.1485,0.1286,0.1661
1,0,1,1,0.1292,0.2318,0.2107,0.3692
1,0,1,3,0.1852,0.3076,0.2888,0.4258
1,0,1,5,0.1811,0.3000,0.2830,0.4233
1,0,3,0,0.0397,0.1197,0.1115,0.1544
1,0,3,1,0.0593,0.1470,0.1385,0.2171
1,0,3,3,0.1359,0.2333,0.2191,0.3797
1,0,3,5,0.1838,0.3061,0.2919,0.4296
1,0,5,0,0.0397,0.1197,0.1117,0.1552
1,0,5,1,0.0518,0.1288,0.1260,0.1933
1,0,5,3,0.0793,0.1712,0.1624,0.2814
1,0,5,5,0.1383,0.2348,0.2244,0.3841
1,1,0,0,0.0522,0.1606,0.1319,0.1640
1,1,0,1,0.1215,0.2379,0.1951,0.3630
1,1,0,3,0.1846,0.3197,0.2846,0.4277
1,1,0,5,0.1822,0.3121,0.2835,0.4256
1,1,1,0,0.0577,0.1697,0.1567,0.1994
1,1,1,1,0.1154,0.2379,0.2079,0.3578
1,1,1,3,0.1864,0.3015,0.2824,0.4327
1,1,1,5,0.1847,0.3045,0.2820,0.4284
1,1,3,0,0.0440,0.1273,0.1171,0.1672
1,1,3,1,0.0616,0.1455,0.1396,0.2247
1,1,3,3,0.1370,0.2288,0.2141,0.3846
1,1,3,5,0.1832,0.3015,0.2792,0.4283
1,1,5,0,0.0429,0.1242,0.1168,0.1624
1,1,5,1,0.0537,0.1318,0.1298,0.1969
1,1,5,3,0.0816,0.1697,0.1615,0.2879
1,1,5,5,0.1380,0.2379,0.2220,0.3854
1,3,0,0,0.0441,0.1227,0.1173,0.1483
1,3,0,1,0.0559,0.1439,0.1377,0.1944
1,3,0,3,0.1231,0.2379,0.2000,0.3723
1,3,0,5,0.1779,0.3076,0.2693,0.4264
1,3,1,0,0.0447,0.1333,0.1240,0.1575
1,3,1,1,0.0573,0.1530,0.1437,0.2016
1,3,1,3,0.1254,0.2333,0.2066,0.3793
1,3,1,5,0.1790,0.2970,0.2687,0.4283
1,3,3,0,0.0532,0.1606,0.1440,0.1923
1,3,3,1,0.0662,0.1818,0.1615,0.2379
1,3,3,3,0.1178,0.2242,0.2028,0.3680
1,3,3,5,0.1794,0.2970,0.2639,0.4279
1,3,5,0,0.0484,0.1379,0.1274,0.1823
1,3,5,1,0.0583,0.1530,0.1405,0.2177
1,3,5,3,0.0885,0.1818,0.1692,0.3044
1,3,5,5,0.1400,0.2273,0.2126,0.3890
1,5,0,0,0.0434,0.1136,0.1098,0.1450
1,5,0,1,0.0509,0.1379,0.1314,0.1751
1,5,0,3,0.0722,0.1591,0.1475,0.2662
1,5,0,5,0.1221,0.2333,0.1967,0.3745
1,5,1,0,0.0440,0.1273,0.1200,0.1490
1,5,1,1,0.0513,0.1470,0.1373,0.1764
1,5,1,3,0.0728,0.1667,0.1544,0.2712
1,5,1,5,0.1241,0.2364,0.2028,0.3788
1,5,3,0,0.0465,0.1409,0.1333,0.1701
1,5,3,1,0.0532,0.1485,0.1410,0.1971
1,5,3,3,0.0763,0.1742,0.1644,0.2850
1,5,3,5,0.1233,0.2303,0.2058,0.3789
1,5,5,0,0.0518,0.1530,0.1393,0.1909
1,5,5,1,0.0604,0.1667,0.1526,0.2205
1,5,5,3,0.0818,0.1909,0.1772,0.2910
1,5,5,5,0.1190,0.2288,0.2051,0.3701
3,0,0,0,0.0365,0.1409,0.1145,0.1287
3,0,0,1,0.0591,0.1803,0.1483,0.2037
3,0,0,3,0.1537,0.2697,0.2408,0.3955
3,0,0,5,0.1811,0.3076,0.2802,0.4214
3,0,1,0,0.0420,0.1455,0.1203,0.1478
3,0,1,1,0.0612,0.1848,0.1548,0.2061
3,0,1,3,0.1479,0.2682,0.2358,0.3893
3,0,1,5,0.1831,0.3136,0.2852,0.4239
3,0,3,0,0.0456,0.1485,0.1286,0.1661
3,0,3,1,0.0623,0.1712,0.1518,0.2207
3,0,3,3,0.1292,0.2318,0.2107,0.3692
3,0,3,5,0.1799,0.3030,0.2785,0.4233
3,0,5,0,0.0416,0.1288,0.1162,0.1584
3,0,5,1,0.0520,0.1409,0.1292,0.1950
3,0,5,3,0.0813,0.1697,0.1599,0.2839
3,0,5,5,0.1325,0.2182,0.2052,0.3750
3,1,0,0,0.0434,0.1545,0.1250,0.1446
3,1,0,1,0.0610,0.1848,0.1484,0.2076
3,1,0,3,0.1502,0.2682,0.2343,0.3929
3,1,0,5,0.1842,0.3136,0.2811,0.4262
3,1,1,0,0.0462,0.1561,0.1263,0.1554
3,1,1,1,0.0615,0.1833,0.1470,0.2096
3,1,1,3,0.1444,0.2591,0.2241,0.3883
3,1,1,5,0.1832,0.3091,0.2813,0.4266
3,1,3,0,0.0488,0.1545,0.1327,0.1755
3,1,3,1,0.0638,0.1727,0.1511,0.2243
3,1,3,3,0.1291,0.2348,0.2133,0.3711
3,1,3,5,0.1810,0.3000,0.2740,0.4271
3,1,5,0,0.0437,0.1303,0.1178,0.1659
3,1,5,1,0.0536,0.1424,0.1317,0.1992
3,1,5,3,0.0821,0.1742,0.1612,0.2869
3,1,5,5,0.1344,0.2273,0.2108,0.3801
3,3,0,0,0.0522,0.1606,0.1319,0.1640
3,3,0,1,0.0663,0.1773,0.1517,0.2101
3,3,0,3,0.1215,0.2379,0.1951,0.3630
3,3,0,5,0.1757,0.3030,0.2626,0.4235
3,3,1,0,0.0520,0.1591,0.1327,0.1691
3,3,1,1,0.0639,0.1727,0.1478,0.2152
3,3,1,3,0.1217,0.2409,0.2004,0.3656
3,3,1,5,0.1789,0.3015,0.2629,0.4277
3,3,3,0,0.0577,0.1697,0.1567,0.1994
3,3,3,1,0.0686,0.1909,0.1726,0.2382
3,3,3,3,0.1154,0.2379,0.2079,0.3578
3,3,3,5,0.1745,0.2939,0.2661,0.4256
3,3,5,0,0.0492,0.1455,0.1331,0.1848
3,3,5,1,0.0577,0.1530,0.1389,0.2181
3,3,5,3,0.0849,0.1848,0.1683,0.2968
3,3,5,5,0.1345,0.2288,0.2108,0.3816
3,5,0,0,0.0472,0.1333,0.1219,0.1549
3,5,0,1,0.0539,0.1470,0.1333,0.1829
3,5,0,3,0.0759,0.1697,0.1562,0.2704
3,5,0,5,0.1236,0.2348,0.1999,0.3726
3,5,1,0,0.0469,0.1348,0.1237,0.1601
3,5,1,1,0.0541,0.1470,0.1346,0.1857
3,5,1,3,0.0753,0.1864,0.1623,0.2722
3,5,1,5,0.1220,0.2273,0.1961,0.3732
3,5,3,0,0.0486,0.1470,0.1315,0.1750
3,5,3,1,0.0555,0.1591,0.1426,0.1989
3,5,3,3,0.0775,0.1864,0.1660,0.2809
3,5,3,5,0.1226,0.2348,0.2035,0.3753
3,5,5,0,0.0550,0.1667,0.1499,0.1947
3,5,5,1,0.0616,0.1727,0.1573,0.2183
3,5,5,3,0.0821,0.1955,0.1813,0.2894
3,5,5,5,0.1179,0.2333,0.2082,0.3663
5,0,0,0,0.0365,0.1409,0.1145,0.1287
5,0,0,1,0.0498,0.1561,0.1321,0.1724
5,0,0,3,0.0918,0.2152,0.1848,0.3009
5,0,0,5,0.1537,0.2697,0.2408,0.3955
5,0,1,0,0.0388,0.1348,0.1105,0.1406
5,0,1,1,0.0504,0.1561,0.1316,0.1782
5,0,1,3,0.0918,0.2076,0.1820,0.2998
5,0,1,5,0.1519,0.2712,0.2425,0.3951
5,0,3,0,0.0448,0.1530,0.1269,0.1572
5,0,3,1,0.0574,0.1773,0.1504,0.1959
5,0,3,3,0.0919,0.2061,0.1847,0.3032
5,0,3,5,0.1487,0.2652,0.2375,0.3927
5,0,5,0,0.0456,0.1485,0.1286,0.1661
5,0,5,1,0.0543,0.1591,0.1377,0.2007
5,0,5,3,0.0829,0.2015,0.1778,0.2828
5,0,5,5,0.1292,0.2318,0.2107,0.3692
5,1,0,0,0.0411,0.1470,0.1173,0.1383
5,1,0,1,0.0511,0.1606,0.1313,0.1746
5,1,0,3,0.0925,0.2167,0.1821,0.3014
5,1,0,5,0.1530,0.2667,0.2381,0.3958
5,1,1,0,0.0426,0.1485,0.1174,0.1464
5,1,1,1,0.0519,0.1667,0.1313,0.1793
5,1,1,3,0.0904,0.2167,0.1796,0.2979
5,1,1,5,0.1498,0.2667,0.2367,0.3939
5,1,3,0,0.0482,0.1621,0.1300,0.1648
5,1,3,1,0.0579,0.1712,0.1436,0.1959
5,1,3,3,0.0911,0.2106,0.1809,0.2999
5,1,3,5,0.1439,0.2667,0.2328,0.3891
5,1,5,0,0.0480,0.1515,0.1308,0.1729
5,1,5,1,0.0564,0.1636,0.1414,0.2043
5,1,5,3,0.0823,0.1970,0.1746,0.2811
5,1,5,5,0.1300,0.2364,0.2160,0.3717
5,3,0,0,0.0461,0.1576,0.1290,0.1547
5,3,0,1,0.0555,0.1697,0.1384,0.1889
5,3,0,3,0.0891,0.2197,0.1774,0.2938
5,3,0,5,0.1466,0.2636,0.2219,0.3901
5,3,1,0,0.0471,0.1606,0.1282,0.1579
5,3,1,1,0.0550,0.1742,0.1361,0.1898
5,3,1,3,0.0894,0.2197,0.1801,0.2937
5,3,1,5,0.1434,0.2561,0.2176,0.3889
5,3,3,0,0.0509,0.1636,0.1353,0.1728
5,3,3,1,0.0595,0.1758,0.1446,0.2078
5,3,3,3,0.0905,0.2182,0.1835,0.2965
5,3,3,5,0.1373,0.2545,0.2188,0.3843
5,3,5,0,0.0517,0.1561,0.1349,0.1849
5,3,5,1,0.0589,0.1652,0.1421,0.2123
5,3,5,3,0.0825,0.1985,0.1725,0.2849
5,3,5,5,0.1275,0.2288,0.2086,0.3710
5,5,0,0,0.0522,0.1606,0.1319,0.1640
5,5,0,1,0.0614,0.1727,0.1463,0.1924
5,5,0,3,0.0808,0.1985,0.1634,0.2664
5,5,0,5,0.1215,0.2379,0.1951,0.3630
5,5,1,0,0.0519,0.1591,0.1315,0.1655
5,5,1,1,0.0583,0.1697,0.1391,0.1906
5,5,1,3,0.0799,0.1924,0.1630,0.2665
5,5,1,5,0.1213,0.2424,0.2012,0.3648
5,5,3,0,0.0527,0.1652,0.1394,0.1778
5,5,3,1,0.0593,0.1788,0.1526,0.2038
5,5,3,3,0.0786,0.1939,0.1670,0.2688
5,5,3,5,0.1194,0.2485,0.2077,0.3644
5,5,5,0,0.0577,0.1697,0.1567,0.1994
5,5,5,1,0.0641,0.1833,0.1640,0.2195
5,5,5,3,0.0823,0.2061,0.1859,0.2856
5,5,5,5,0.1153,0.2379,0.2075,0.3576
